,right_skewed__liveness,right_skewed__speechiness,right_skewed__duration_s,remainder__acousticness,remainder__danceability,remainder__tempo,remainder__valence,remainder__popularity,name,album
0,-0.5908433359818877,-0.8626445197435729,-0.05786378645344239,0.4908920678352755,-0.6513366685432127,2.112395183807659,-0.5524434854372902,1.8308612135728257,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
1,0.12893196835912427,-1.3118369589550356,1.2575376071662108,-0.8951453536550645,0.22060986147095638,-0.4402991583944033,-0.49284767882609104,1.4356631223503986,The Tortured Poets Department,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
2,1.7939077347204226,-1.1869139421388935,-0.7403150772321331,-0.6241699970621768,0.15085413906982276,-0.8520653532231564,0.5311166347663334,1.567395819424541,My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
3,-0.633483248771806,1.1906489441333976,0.6628552892509433,0.6680800123943229,-0.32871645243796976,1.1038396859778223,-1.1646549533523376,1.8308612135728257,Down Bad,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
4,-1.0340824679626794,2.196510785060535,0.7033078893013278,1.1874239878260129,-1.35761335785469,1.1197969531974106,-0.7312309052708882,1.567395819424541,"So Long, London",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
5,0.30406475526813553,1.7048516372394922,1.9678718328945697,0.13040624959445532,-0.5031057584408039,-1.3869929216606305,0.2981512089225544,1.6991285164986834,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
6,-0.20312707001990468,-0.22520344620980037,-0.5365617485287356,0.8635977443215472,-2.1685236307678672,-1.1630290850678946,-0.23279324997722112,1.3039304252762562,Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
7,1.8180796073251517,1.9790230180121537,-0.4248000481524625,-0.4989164500462987,-0.3984721748391034,0.8034620863981338,0.08143918488182976,1.4356631223503986,Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
8,-0.7061286897600243,-1.2577231958547184,0.5173739771245185,0.8116633467783781,0.4124380980740738,-0.9183613968771407,0.5636234383724422,1.8308612135728257,Guilty as Sin?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
9,-0.3262935681204836,0.22632828499638205,1.8859564983327133,-0.08038630513958364,0.23804879207123977,-0.13985910375710398,-0.7854089112810695,1.6991285164986834,Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
10,0.9223411237263636,0.07022892822613212,-2.5046167967851485,1.3035126411578024,0.7176193835790333,-0.5453173377671544,-0.35198486319961986,1.1721977282021139,I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
11,-0.2762246569635723,0.2708064287877411,0.9736071120671286,1.5784594516804618,-1.35761335785469,-1.4308363721034916,-1.0183743371248484,1.567395819424541,loml,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
12,0.5613663660831137,0.33322516142752384,-0.3430846811971496,-0.6669395009212572,1.0663979955847003,0.1759761225812858,-0.8829293220993956,1.8308612135728257,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
13,1.9032819010714963,0.6700944669277399,0.3432517299593322,0.5458814299398075,-1.3314549619542648,0.5626666117792571,-0.6499638962556163,1.6991285164986834,The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
14,-0.4034665812989063,-1.1520751184031144,-0.9552702493232488,0.24649490292624482,0.5345106122760576,-0.7589136347964787,-0.1623618421639858,1.3039304252762562,The Alchemy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
15,-0.3262935681204836,-1.2398781164612505,-0.37012730270258476,0.9002573190579019,0.9356060160825758,-0.6330042386528771,-0.9154361257055043,1.0404650311279715,Clara Bow,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
16,-0.4297559668294683,-0.34586789915361793,0.18348333276123074,1.1171598029146665,-0.4507889666399536,0.92693573529491,-0.8287513160892143,1.4356631223503986,The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
17,1.566619072028838,0.8568538645142448,-0.23681980315355372,0.814718311339741,1.7901136154964614,-0.44816849565337824,-1.262175364170664,1.6991285164986834,imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
18,-0.6652015772461998,0.6777538782594914,-1.3878610527712594,0.9583016457237967,-1.9766953941647503,1.4881256554577735,-0.49284767882609104,1.1721977282021139,The Albatross,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
19,-0.3517386986973594,0.04846821376082147,-0.48027176078994066,1.3401722158941571,-0.5467030849415123,-1.6891817179110353,-0.8937649233014318,1.1721977282021139,Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
20,-0.2762246569635723,-1.29370207955198,0.18348333276123074,1.3554470387009716,-0.7559702521449131,-1.2605214299985308,-0.5957858902454352,1.567395819424541,How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
21,-0.3262935681204836,0.1550142070234354,-0.05786378645344239,-0.9589941129875489,-1.8546228799627664,1.6148157398215113,-0.48742987822507294,1.8308612135728257,So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
22,1.9481834589489797,-0.5775865011516751,0.298334092991987,1.1477094485282953,-0.817006509245905,-0.5747648974307,-0.46575867582100045,1.3039304252762562,I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
23,0.04554039103071514,-0.5775865011516751,0.7233546112495001,0.8177732759011039,0.26420718797166487,-0.8856661742178276,-0.7095597028668157,1.0404650311279715,thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
24,0.7677215203756882,1.1653823289603327,-3.744217769344979,1.0652254053714973,1.6070048441934859,-1.048080551535008,0.011007777068594156,1.0404650311279715,I Look in People's Windows,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
25,1.8147210048755031,0.18589919444725148,0.43139979801123945,1.4776456211554867,-1.3750522884549734,1.3605299727586768,0.8236778672213121,1.6991285164986834,The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
26,0.3407647810117076,0.7228826948004433,0.20675189117451034,1.4196012944895922,0.07237895136854747,0.487283357242884,0.7099040545999316,1.0404650311279715,Cassandra,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
27,-1.872013152728723,-0.398521783336575,1.1008984551561838,1.4165463299282293,-2.0638900471661668,1.639454260049017,-0.5036832800281273,1.1721977282021139,Peter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
28,0.22829123115163646,0.2854003610046761,0.1600623706623997,0.9063672481806276,-1.0785904682501555,1.8528944194343133,0.5311166347663334,1.1721977282021139,The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
29,-0.48320252929799273,-0.9264308238340614,0.229869663847624,1.373776826069149,-0.8954816969471803,0.43425901333121825,-1.218832959362519,0.6452669399055443,Robin,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
30,-0.4034665812989063,-0.8784634495107905,-0.15906125636228385,1.7098229278190662,-0.6077393420425042,-0.9422816839421208,0.2873156077205182,0.7769996369796867,The Manuscript,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
47,1.8678437473180503,-0.8002073053282311,-0.48027176078994066,-1.0225068262182833,1.5808464482930606,-0.2301378895336792,1.63634795737403,-0.803792727910022,Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe]
48,1.8847169606055267,0.8964909844922311,0.016242403625564016,-0.7674478349900961,1.336701419889093,-0.8844795281232204,1.7717929723994825,-0.5403273337617372,Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe]
